"","Item_Identifier","Item_Count","Outlet_Identifier","Outlet_Count","X","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Establishment_Year","Outlet_Size_High","Outlet_Size_Medium","Outlet_Size_Other","Outlet_Size_Small","Outlet_Location_Type_Tier 1","Outlet_Location_Type_Tier 2","Outlet_Location_Type_Tier 3","Outlet_Type_Grocery Store","Outlet_Type_Supermarket Type1","Outlet_Type_Supermarket Type2","Outlet_Type_Supermarket Type3","Item_Outlet_Sales","Outlet_Year","Item_Type_New_Drinks","Item_Type_New_Food","Item_Type_New_Non-Consumable"
"5600","FDL58",10,"OUT035",1550,4821,5.78,1,0.074135053,"Snack Foods",264.0568,2004,0,0,0,1,0,1,0,0,1,0,0,2109.2544,9,0,1,0
"5601","FDM01",8,"OUT018",1546,7097,7.895,1,0.094952408,"Breakfast",101.1332,2009,0,1,0,0,0,0,1,0,0,1,0,1332.9316,4,0,1,0
"5602","FDM01",8,"OUT017",1543,340,7.895,1,0.095102092,"Breakfast",104.4332,2007,0,0,1,0,0,1,0,0,1,0,0,2870.9296,6,0,1,0
"5603","FDM01",8,"OUT049",1550,12314,7.895,1,0.094714208,"Breakfast",102.5332,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5604","FDM01",8,"OUT045",1548,9691,7.895,1,0.0540205365,"Breakfast",102.4332,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5605","FDM01",8,"OUT013",1553,4461,7.895,1,0.094488485,"Breakfast",100.7332,1987,1,0,0,0,0,0,1,0,1,0,0,1230.3984,26,0,1,0
"5606","FDM01",8,"OUT027",1559,6078,12.6,1,0.094109236,"Breakfast",102.9332,1985,0,1,0,0,0,0,1,0,0,0,1,3691.1952,28,0,1,0
"5607","FDM01",8,"OUT046",1550,2284,7.895,1,0.094567181,"Breakfast",104.5332,1997,0,0,0,1,1,0,0,0,1,0,0,1845.5976,16,0,1,0
"5608","FDM01",8,"OUT035",1550,630,7.895,1,0.0945493,"Breakfast",102.6332,2004,0,0,0,1,0,1,0,0,1,0,0,1640.5312,9,0,1,0
"5609","FDM02",9,"OUT046",1550,5563,12.5,1,0.073735058,"Canned",87.1198,1997,0,0,0,1,1,0,0,0,1,0,0,1657.1762,16,0,1,0
"5610","FDM02",9,"OUT045",1548,12756,12.5,1,0.073884594,"Canned",88.4198,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5611","FDM02",9,"OUT035",1550,6785,12.5,1,0.073721115,"Canned",85.6198,2004,0,0,0,1,0,1,0,0,1,0,0,610.5386,9,0,1,0
"5612","FDM02",9,"OUT049",1550,13552,12.5,1,0.073849696,"Canned",86.3198,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5613","FDM02",9,"OUT017",1543,8402,12.5,1,0.074152133,"Canned",88.6198,2007,0,0,1,0,0,1,0,0,1,0,0,1395.5168,6,0,1,0
"5614","FDM02",9,"OUT010",925,1031,12.5,1,0.12341737,"Canned",86.0198,1998,0,0,1,0,0,0,1,1,0,0,0,87.2198,15,0,1,0
"5615","FDM02",9,"OUT027",1559,12150,12.6,1,0.073377993,"Canned",89.2198,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"5616","FDM02",9,"OUT013",1553,12584,12.5,1,0.073673697,"Canned",88.1198,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"5617","FDM02",9,"OUT018",1546,6306,12.5,1,0.074035423,"Canned",87.9198,2009,0,1,0,0,0,0,1,0,0,1,0,1133.8574,4,0,1,0
"5618","FDM03",8,"OUT013",1553,8575,12.65,0,0.122928415,"Meat",106.6938,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"5619","FDM03",8,"OUT046",1550,5314,12.65,0,0.0540205365,"Meat",107.8938,1997,0,0,0,1,1,0,0,0,1,0,0,750.3566,16,0,1,0
"5620","FDM03",8,"OUT045",1548,14062,12.65,0,0.123280308,"Meat",106.7938,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5621","FDM03",8,"OUT049",1550,12700,12.65,0,0.123222078,"Meat",107.6938,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5622","FDM03",8,"OUT035",1550,3402,12.65,0,0.123007534,"Meat",106.0938,2004,0,0,0,1,0,1,0,0,1,0,0,2679.845,9,0,1,0
"5623","FDM03",8,"OUT027",1559,7125,12.6,0,0.0540205365,"Meat",109.1938,1985,0,1,0,0,0,0,1,0,0,0,1,2036.6822,28,0,1,0
"5624","FDM03",8,"OUT017",1543,7693,12.65,0,0.123726711,"Meat",107.7938,2007,0,0,1,0,0,1,0,0,1,0,0,2251.0698,6,0,1,0
"5625","FDM03",8,"OUT018",1546,3494,12.65,0,0.123531974,"Meat",108.2938,2009,0,1,0,0,0,0,1,0,0,1,0,535.969,4,0,1,0
"5626","FDM04",9,"OUT017",1543,7048,9.195,1,0.047387144,"Frozen Foods",50.8666,2007,0,0,1,0,0,1,0,0,1,0,0,871.5322,6,0,1,0
"5627","FDM04",9,"OUT046",1550,5290,9.195,1,0.04712061,"Frozen Foods",53.1666,1997,0,0,0,1,1,0,0,0,1,0,0,768.999,16,0,1,0
"5628","FDM04",9,"OUT045",1548,10822,9.195,1,0.047216172,"Frozen Foods",51.4666,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5629","FDM04",9,"OUT013",1553,6703,9.195,1,0.047081398,"Frozen Foods",51.1666,1987,1,0,0,0,0,0,1,0,1,0,0,1179.1318,26,0,1,0
"5630","FDM04",9,"OUT018",1546,1667,9.195,1,0.04731256,"Frozen Foods",50.7666,2009,0,1,0,0,0,0,1,0,0,1,0,512.666,4,0,1,0
"5631","FDM04",9,"OUT019",880,10780,12.6,1,0.0540205365,"Frozen Foods",50.6666,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"5632","FDM04",9,"OUT027",1559,13242,12.6,1,0.046892427,"Frozen Foods",53.2666,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"5633","FDM04",9,"OUT035",1550,4989,9.195,1,0.0471117,"Frozen Foods",52.0666,2004,0,0,0,1,0,1,0,0,1,0,0,615.1992,9,0,1,0
"5634","FDM04",9,"OUT049",1550,7955,9.195,1,0.04719387,"Frozen Foods",52.8666,1999,0,1,0,0,1,0,0,0,1,0,0,1384.1982,14,0,1,0
"5635","FDM08",9,"OUT017",1543,1955,10.1,1,0.053887301,"Fruits and Vegetables",225.6088,2007,0,0,1,0,0,1,0,0,1,0,0,4250.4672,6,0,1,0
"5636","FDM08",9,"OUT018",1546,10953,10.1,1,0.053802487,"Fruits and Vegetables",224.2088,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"5637","FDM08",9,"OUT027",1559,9385,12.6,1,0.053324723,"Fruits and Vegetables",222.5088,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"5638","FDM08",9,"OUT046",1550,638,10.1,1,0.053584207,"Fruits and Vegetables",224.4088,1997,0,0,0,1,1,0,0,0,1,0,0,4697.8848,16,0,1,0
"5639","FDM08",9,"OUT035",1550,1134,10.1,1,0.053574075,"Fruits and Vegetables",223.7088,2004,0,0,0,1,0,1,0,0,1,0,0,2684.5056,9,0,1,0
"5640","FDM08",9,"OUT013",1553,1484,10.1,1,0.0540205365,"Fruits and Vegetables",225.1088,1987,1,0,0,0,0,0,1,0,1,0,0,3579.3408,26,0,1,0
"5641","FDM08",9,"OUT010",925,7810,10.1,1,0.089688978,"Fruits and Vegetables",225.5088,1998,0,0,1,0,0,0,1,1,0,0,0,1342.2528,15,0,1,0
"5642","FDM08",9,"OUT045",1548,8079,10.1,1,0.053692878,"Fruits and Vegetables",222.9088,2002,0,0,1,0,0,1,0,0,1,0,0,5145.3024,11,0,1,0
"5643","FDM08",9,"OUT049",1550,7485,10.1,1,0.053667516,"Fruits and Vegetables",223.0088,1999,0,1,0,0,1,0,0,0,1,0,0,671.1264,14,0,1,0
"5644","FDM09",10,"OUT035",1550,9843,11.15,1,0.085915295,"Snack Foods",170.779,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"5645","FDM09",10,"OUT046",1550,1773,11.15,1,0.085931544,"Snack Foods",169.679,1997,0,0,0,1,1,0,0,0,1,0,0,1018.674,16,0,1,0
"5646","FDM09",10,"OUT018",1546,8257,11.15,1,0.086281593,"Snack Foods",170.579,2009,0,1,0,0,0,0,1,0,0,1,0,1358.232,4,0,1,0
"5647","FDM09",10,"OUT017",1543,10205,11.15,1,0.086417608,"Snack Foods",168.679,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"5648","FDM09",10,"OUT013",1553,11741,11.15,1,0.085860034,"Snack Foods",169.479,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"5649","FDM09",10,"OUT049",1550,14033,11.15,1,0.086065145,"Snack Foods",171.179,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5650","FDM09",10,"OUT045",1548,3755,11.15,1,0.086105815,"Snack Foods",167.879,2002,0,0,1,0,0,1,0,0,1,0,0,2886.243,11,0,1,0
"5651","FDM09",10,"OUT027",1559,9364,12.6,1,0.085515417,"Snack Foods",170.979,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"5652","FDM09",10,"OUT019",880,9065,12.6,1,0.150455041,"Snack Foods",170.879,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"5653","FDM09",10,"OUT010",925,5604,11.15,1,0.143831787,"Snack Foods",169.979,1998,0,0,1,0,0,0,1,1,0,0,0,169.779,15,0,1,0
"5654","FDM10",7,"OUT013",1553,5474,18.25,0,0.075908374,"Snack Foods",213.4218,1987,1,0,0,0,0,0,1,0,1,0,0,3846.9924,26,0,1,0
"5655","FDM10",7,"OUT017",1543,10840,18.25,0,0.076401322,"Snack Foods",212.7218,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"5656","FDM10",7,"OUT049",1550,2506,18.25,0,0.076089711,"Snack Foods",212.9218,1999,0,1,0,0,1,0,0,0,1,0,0,3846.9924,14,0,1,0
"5657","FDM10",7,"OUT018",1546,9586,18.25,0,0.076281071,"Snack Foods",213.0218,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"5658","FDM10",7,"OUT035",1550,5705,18.25,0,0.07595723,"Snack Foods",214.1218,2004,0,0,0,1,0,1,0,0,1,0,0,1282.3308,9,0,1,0
"5659","FDM10",7,"OUT045",1548,4364,18.25,0,0.076125668,"Snack Foods",214.0218,2002,0,0,1,0,0,1,0,0,1,0,0,2564.6616,11,0,1,0
"5660","FDM10",7,"OUT027",1559,6770,12.6,0,0.075603699,"Snack Foods",215.1218,1985,0,1,0,0,0,0,1,0,0,0,1,3205.827,28,0,1,0
"5661","FDM12",10,"OUT046",1550,12493,16.7,1,0.069916994,"Baking Goods",188.1214,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"5662","FDM12",10,"OUT045",1548,10296,16.7,1,0.070058787,"Baking Goods",190.3214,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5663","FDM12",10,"OUT049",1550,12345,16.7,1,0.070025696,"Baking Goods",187.8214,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5664","FDM12",10,"OUT018",1546,11979,16.7,1,0.070201806,"Baking Goods",187.9214,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"5665","FDM12",10,"OUT017",1543,7036,16.7,1,0.070312473,"Baking Goods",189.6214,2007,0,0,1,0,0,1,0,0,1,0,0,2826.321,6,0,1,0
"5666","FDM12",10,"OUT019",880,12159,12.6,1,0.122415631,"Baking Goods",188.7214,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"5667","FDM12",10,"OUT027",1559,12997,12.6,1,0.069578418,"Baking Goods",190.2214,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"5668","FDM12",10,"OUT010",925,2224,16.7,1,0.117026714,"Baking Goods",189.2214,1998,0,0,1,0,0,0,1,1,0,0,0,188.4214,15,0,1,0
"5669","FDM12",10,"OUT035",1550,7963,16.7,1,0.069903773,"Baking Goods",188.6214,2004,0,0,0,1,0,1,0,0,1,0,0,565.2642,9,0,1,0
"5670","FDM12",10,"OUT013",1553,14157,16.7,1,0.069858811,"Baking Goods",187.8214,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"5671","FDM13",9,"OUT049",1550,12398,6.425,0,0.063273547,"Breakfast",132.8626,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5672","FDM13",9,"OUT010",925,2314,6.425,0,0.105742544,"Breakfast",130.5626,1998,0,0,1,0,0,0,1,1,0,0,0,131.1626,15,0,1,0
"5673","FDM13",9,"OUT045",1548,10517,6.425,0,0.063303448,"Breakfast",132.0626,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5674","FDM13",9,"OUT018",1546,5484,6.425,0,0.063432676,"Breakfast",132.8626,2009,0,1,0,0,0,0,1,0,0,1,0,524.6504,4,0,1,0
"5675","FDM13",9,"OUT013",1553,1522,6.425,0,0.063122753,"Breakfast",131.3626,1987,1,0,0,0,0,0,1,0,1,0,0,262.3252,26,0,1,0
"5676","FDM13",9,"OUT046",1550,10437,6.425,0,0.063175326,"Breakfast",131.2626,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"5677","FDM13",9,"OUT035",1550,4289,6.425,0,0.06316338,"Breakfast",132.2626,2004,0,0,0,1,0,1,0,0,1,0,0,2098.6016,9,0,1,0
"5678","FDM13",9,"OUT027",1559,10145,12.6,0,0.062869397,"Breakfast",132.8626,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"5679","FDM13",9,"OUT017",1543,5177,6.425,0,0.063532672,"Breakfast",133.0626,2007,0,0,1,0,0,1,0,0,1,0,0,1442.7886,6,0,1,0
"5680","FDM14",8,"OUT018",1546,8652,13.8,0,0.013318,"Canned",110.1254,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"5681","FDM14",8,"OUT049",1550,12805,13.8,0,0.01328459,"Canned",108.4254,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5682","FDM14",8,"OUT045",1548,13804,13.8,0,0.013290868,"Canned",109.5254,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5683","FDM14",8,"OUT013",1553,8653,13.8,0,0.01325293,"Canned",108.2254,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"5684","FDM14",8,"OUT035",1550,7462,13.8,0,0.01326146,"Canned",108.0254,2004,0,0,0,1,0,1,0,0,1,0,0,759.6778,9,0,1,0
"5685","FDM14",8,"OUT046",1550,706,13.8,0,0.013263968,"Canned",106.9254,1997,0,0,0,1,1,0,0,0,1,0,0,2930.1858,16,0,1,0
"5686","FDM14",8,"OUT027",1559,1978,12.6,0,0.013199737,"Canned",108.9254,1985,0,1,0,0,0,0,1,0,0,0,1,2713.135,28,0,1,0
"5687","FDM14",8,"OUT017",1543,10141,13.8,0,0.013338995,"Canned",109.7254,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"5688","FDM15",9,"OUT035",1550,8434,11.8,1,0.057410724,"Meat",149.5366,2004,0,0,0,1,0,1,0,0,1,0,0,1813.6392,9,0,1,0
"5689","FDM15",9,"OUT046",1550,7174,11.8,1,0.057421582,"Meat",149.9366,1997,0,0,0,1,1,0,0,0,1,0,0,1662.5026,16,0,1,0
"5690","FDM15",9,"OUT017",1543,2090,11.8,1,0.057746382,"Meat",152.4366,2007,0,0,1,0,0,1,0,0,1,0,0,3929.5516,6,0,1,0
"5691","FDM15",9,"OUT018",1546,6371,11.8,1,0.057655493,"Meat",152.6366,2009,0,1,0,0,0,0,1,0,0,1,0,1662.5026,4,0,1,0
"5692","FDM15",9,"OUT049",1550,12125,11.8,1,0.0540205365,"Meat",152.2366,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5693","FDM15",9,"OUT027",1559,2850,12.6,1,0.057143515,"Meat",151.8366,1985,0,1,0,0,0,0,1,0,0,0,1,6196.6006,28,0,1,0
"5694","FDM15",9,"OUT019",880,10659,12.6,1,0.100537777,"Meat",151.3366,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"5695","FDM15",9,"OUT013",1553,173,11.8,1,0.057373797,"Meat",151.4366,1987,1,0,0,0,0,0,1,0,1,0,0,1360.2294,26,0,1,0
"5696","FDM15",9,"OUT045",1548,5754,11.8,1,0.057538034,"Meat",149.8366,2002,0,0,1,0,0,1,0,0,1,0,0,1662.5026,11,0,1,0
"5697","FDM16",8,"OUT013",1553,10984,8.155,1,0.033527475,"Frozen Foods",74.0354,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"5698","FDM16",8,"OUT027",1559,11628,12.6,1,0.033392905,"Frozen Foods",73.5354,1985,0,1,0,0,0,0,1,0,0,0,1,1,28,0,1,0
"5699","FDM16",8,"OUT049",1550,9157,8.155,1,0.033607569,"Frozen Foods",74.2354,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5700","FDM16",8,"OUT046",1550,3035,8.155,1,0.033555399,"Frozen Foods",74.7354,1997,0,0,0,1,1,0,0,0,1,0,0,1655.1788,16,0,1,0
"5701","FDM16",8,"OUT017",1543,11116,8.155,1,0.033745202,"Frozen Foods",73.6354,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"5702","FDM16",8,"OUT045",1548,12536,8.155,1,0.03362345,"Frozen Foods",75.5354,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5703","FDM16",8,"OUT018",1546,2615,8.155,1,0.033692089,"Frozen Foods",76.2354,2009,0,1,0,0,0,0,1,0,0,1,0,1279.0018,4,0,1,0
"5704","FDM16",8,"OUT035",1550,10699,8.155,1,0.033549054,"Frozen Foods",73.7354,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"5705","FDM20",10,"OUT046",1550,918,10,0,0.038685802,"Fruits and Vegetables",243.8144,1997,0,0,0,1,1,0,0,0,1,0,0,4655.2736,16,0,1,0
"5706","FDM20",10,"OUT027",1559,5139,12.6,0,0.0540205365,"Fruits and Vegetables",245.0144,1985,0,1,0,0,0,0,1,0,0,0,1,3185.1872,28,0,1,0
"5707","FDM20",10,"OUT018",1546,61,10,0,0.0540205365,"Fruits and Vegetables",246.9144,2009,0,1,0,0,0,0,1,0,0,1,0,3185.1872,4,0,1,0
"5708","FDM20",10,"OUT019",880,13279,12.6,0,0.067733845,"Fruits and Vegetables",243.3144,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"5709","FDM20",10,"OUT013",1553,6570,10,0,0.038653608,"Fruits and Vegetables",245.4144,1987,1,0,0,0,0,0,1,0,1,0,0,7105.4176,26,0,1,0
"5710","FDM20",10,"OUT049",1550,8730,10,0,0.038745948,"Fruits and Vegetables",245.0144,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5711","FDM20",10,"OUT010",925,10267,10,0,0.064752101,"Fruits and Vegetables",243.3144,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"5712","FDM20",10,"OUT035",1550,9463,10,0,0.038678487,"Fruits and Vegetables",245.7144,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"5713","FDM20",10,"OUT017",1543,8209,10,0,0.038904624,"Fruits and Vegetables",245.4144,2007,0,0,1,0,0,1,0,0,1,0,0,6615.3888,6,0,1,0
"5714","FDM20",10,"OUT045",1548,8675,10,0,0.038764258,"Fruits and Vegetables",246.2144,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5715","FDM21",9,"OUT049",1550,4972,20.2,0,0.064464147,"Snack Foods",255.7646,1999,0,1,0,0,1,0,0,0,1,0,0,5410.9566,14,0,1,0
"5716","FDM21",9,"OUT019",880,13304,12.6,0,0.112693192,"Snack Foods",256.2646,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"5717","FDM21",9,"OUT035",1550,4785,20.2,0,0.064351908,"Snack Foods",259.4646,2004,0,0,0,1,0,1,0,0,1,0,0,2061.3168,9,0,1,0
"5718","FDM21",9,"OUT013",1553,11346,20.2,0,0.064310516,"Snack Foods",257.3646,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"5719","FDM21",9,"OUT027",1559,1139,12.6,0,0.064052392,"Snack Foods",256.1646,1985,0,1,0,0,0,0,1,0,0,0,1,7472.2734,28,0,1,0
"5720","FDM21",9,"OUT045",1548,3793,20.2,0,0.06449461,"Snack Foods",259.2646,2002,0,0,1,0,0,1,0,0,1,0,0,3091.9752,11,0,1,0
"5721","FDM21",9,"OUT046",1550,10885,20.2,0,0.064364078,"Snack Foods",258.3646,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"5722","FDM21",9,"OUT018",1546,10284,20.2,0,0.06462627,"Snack Foods",256.2646,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"5723","FDM21",9,"OUT017",1543,2469,20.2,0,0.064728148,"Snack Foods",258.0646,2007,0,0,1,0,0,1,0,0,1,0,0,5668.6212,6,0,1,0
"5724","FDM22",10,"OUT017",1543,13183,14,1,0.042195096,"Snack Foods",51.564,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"5725","FDM22",10,"OUT046",1550,8813,14,1,0.0540205365,"Snack Foods",54.864,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"5726","FDM22",10,"OUT049",1550,8631,14,1,0.042022999,"Snack Foods",53.064,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5727","FDM22",10,"OUT027",1559,6805,12.6,1,0.041754584,"Snack Foods",53.464,1985,0,1,0,0,0,0,1,0,0,0,1,1597.92,28,0,1,0
"5728","FDM22",10,"OUT035",1550,5430,14,1,0.041949832,"Snack Foods",54.064,2004,0,0,0,1,0,1,0,0,1,0,0,1118.544,9,0,1,0
"5729","FDM22",10,"OUT045",1548,8999,14,1,0.042042857,"Snack Foods",53.864,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5730","FDM22",10,"OUT018",1546,10642,14,1,0.042128684,"Snack Foods",53.264,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"5731","FDM22",10,"OUT010",925,12607,14,1,0.070228698,"Snack Foods",54.264,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"5732","FDM22",10,"OUT013",1553,161,14,1,0.04192285,"Snack Foods",54.764,1987,1,0,0,0,0,0,1,0,1,0,0,1331.6,26,0,1,0
"5733","FDM22",10,"OUT019",880,5625,12.6,1,0.073462632,"Snack Foods",52.364,1985,0,0,0,1,1,0,0,1,0,0,0,53.264,28,0,1,0
"5734","FDM24",9,"OUT010",925,10607,6.135,1,0.132777749,"Baking Goods",150.7366,1998,0,0,1,0,0,0,1,1,0,0,0,1,15,0,1,0
"5735","FDM24",9,"OUT045",1548,479,6.135,1,0.0540205365,"Baking Goods",151.3366,2002,0,0,1,0,0,1,0,0,1,0,0,1057.9562,11,0,1,0
"5736","FDM24",9,"OUT046",1550,4070,6.135,1,0.079327367,"Baking Goods",152.8366,1997,0,0,0,1,1,0,0,0,1,0,0,2871.5954,16,0,1,0
"5737","FDM24",9,"OUT049",1550,8539,6.135,1,0.0794507,"Baking Goods",151.6366,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5738","FDM24",9,"OUT018",1546,8987,6.135,1,0.079650513,"Baking Goods",150.1366,2009,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0
"5739","FDM24",9,"OUT027",1559,6121,12.6,1,0.078943221,"Baking Goods",152.7366,1985,0,1,0,0,0,0,1,0,0,0,1,1813.6392,28,0,1,0
"5740","FDM24",9,"OUT035",1550,6030,6.135,1,0.079312367,"Baking Goods",151.7366,2004,0,0,0,1,0,1,0,0,1,0,0,3325.0052,9,0,1,0
"5741","FDM24",9,"OUT017",1543,3450,6.135,1,0.079776075,"Baking Goods",152.8366,2007,0,0,1,0,0,1,0,0,1,0,0,1964.7758,6,0,1,0
"5742","FDM24",9,"OUT013",1553,13244,6.135,1,0.079261353,"Baking Goods",152.8366,1987,1,0,0,0,0,0,1,0,1,0,0,1,26,0,1,0
"5743","FDM25",10,"OUT035",1550,2533,10.695,1,0.060654268,"Breakfast",174.7712,2004,0,0,0,1,0,1,0,0,1,0,0,3339.6528,9,0,1,0
"5744","FDM25",10,"OUT049",1550,13000,10.695,1,0.0540205365,"Breakfast",176.1712,1999,0,1,0,0,1,0,0,0,1,0,0,1,14,0,1,0
"5745","FDM25",10,"OUT046",1550,8911,10.695,1,0.060665739,"Breakfast",173.7712,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
"5746","FDM25",10,"OUT027",1559,292,12.6,1,0.060371962,"Breakfast",174.0712,1985,0,1,0,0,0,0,1,0,0,0,1,3866.9664,28,0,1,0
"5747","FDM25",10,"OUT010",925,3866,10.695,1,0.10154201,"Breakfast",173.7712,1998,0,0,1,0,0,0,1,1,0,0,0,175.7712,15,0,1,0
"5748","FDM25",10,"OUT017",1543,7635,10.695,1,0.061008889,"Breakfast",177.5712,2007,0,0,1,0,0,1,0,0,1,0,0,2636.568,6,0,1,0
"5749","FDM25",10,"OUT013",1553,3674,10.695,1,0.060615254,"Breakfast",174.0712,1987,1,0,0,0,0,0,1,0,1,0,0,2460.7968,26,0,1,0
"5750","FDM25",10,"OUT018",1546,7327,10.695,1,0.060912865,"Breakfast",173.8712,2009,0,1,0,0,0,0,1,0,0,1,0,4570.0512,4,0,1,0
"5751","FDM25",10,"OUT019",880,11218,12.6,1,0.106217878,"Breakfast",176.7712,1985,0,0,0,1,1,0,0,1,0,0,0,1,28,0,1,0
"5752","FDM25",10,"OUT045",1548,9361,10.695,1,0.060788771,"Breakfast",175.6712,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5753","FDM27",9,"OUT035",1550,8829,12.35,1,0.158439388,"Meat",156.0946,2004,0,0,0,1,0,1,0,0,1,0,0,1,9,0,1,0
"5754","FDM27",9,"OUT017",1543,10667,12.35,1,0.159365721,"Meat",157.2946,2007,0,0,1,0,0,1,0,0,1,0,0,1,6,0,1,0
"5755","FDM27",9,"OUT018",1546,4975,12.35,1,0.15911489,"Meat",158.1946,2009,0,1,0,0,0,0,1,0,0,1,0,1104.5622,4,0,1,0
"5756","FDM27",9,"OUT019",880,2896,12.6,1,0.277459381,"Meat",156.3946,1985,0,0,0,1,1,0,0,1,0,0,0,473.3838,28,0,1,0
"5757","FDM27",9,"OUT027",1559,6126,12.6,1,0.157701958,"Meat",158.7946,1985,0,1,0,0,0,0,1,0,0,0,1,5522.811,28,0,1,0
"5758","FDM27",9,"OUT049",1550,5829,12.35,1,0.158715731,"Meat",157.2946,1999,0,1,0,0,1,0,0,0,1,0,0,1577.946,14,0,1,0
"5759","FDM27",9,"OUT013",1553,6878,12.35,1,0.158337479,"Meat",157.9946,1987,1,0,0,0,0,0,1,0,1,0,0,3313.6866,26,0,1,0
"5760","FDM27",9,"OUT045",1548,12045,12.35,1,0.158790733,"Meat",156.3946,2002,0,0,1,0,0,1,0,0,1,0,0,1,11,0,1,0
"5761","FDM27",9,"OUT046",1550,8893,12.35,1,0.0540205365,"Meat",158.8946,1997,0,0,0,1,1,0,0,0,1,0,0,1,16,0,1,0
